"Nr OKW";"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Robert BIEDROŃ";"Krzysztof BOSAK";"Andrzej Sebastian DUDA";"Szymon Franciszek HOŁOWNIA";"Marek JAKUBIAK";"Władysław Marcin KOSINIAK-KAMYSZ";"Mirosław Mariusz PIOTROWSKI";"Paweł Jan TANAJNO";"Rafał Kazimierz TRZASKOWSKI";"Waldemar Włodzimierz WITKOWSKI";"Stanisław Józef ŻÓŁTEK";"Liczba obwodów"
26;"146401";"gmina miejska";"m. Siedlce";"Siedlce";"mazowieckie";54408;58736;14662;39744;5;251;349;326;21;0;2;2;303;40047;303;1;40046;115;32;83;0;39931;763;3415;19332;4676;88;1080;71;58;10268;59;121;43
21;"146502";"dzielnica w m.st. Warszawa";"Bemowo";"Warszawa";"mazowieckie";82918;96138;11856;71059;20;991;959;915;17;0;6;0;892;71949;893;21;71928;142;58;84;0;71786;2183;4100;17640;10162;142;1395;72;118;35584;186;204;52
21;"146503";"dzielnica w m.st. Warszawa";"Białołęka";"Warszawa";"mazowieckie";79672;92116;9140;70532;5;900;954;919;28;1;4;1;885;71399;885;29;71370;175;57;118;0;71195;2046;4644;16991;11822;231;1420;69;134;33447;176;215;57
21;"146504";"dzielnica w m.st. Warszawa";"Bielany";"Warszawa";"mazowieckie";87030;102830;11176;75852;44;973;1106;1069;25;3;4;1;1036;76872;1034;55;76817;186;89;97;0;76631;2582;4422;22856;9921;171;1251;84;120;34788;195;241;50
21;"146505";"dzielnica w m.st. Warszawa";"Mokotów";"Warszawa";"mazowieckie";158311;175257;31431;126863;81;2106;1639;1570;31;2;3;1;1534;128359;1535;57;128302;331;162;169;0;127971;5336;6385;30714;16405;260;2327;164;219;65341;435;385;95
21;"146506";"dzielnica w m.st. Warszawa";"Ochota";"Warszawa";"mazowieckie";56280;64457;10160;46120;32;908;770;741;26;6;2;9;700;46818;700;10;46808;113;36;77;0;46695;1996;2572;12112;6050;108;808;49;81;22598;162;159;45
21;"146507";"dzielnica w m.st. Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";129861;144591;24388;105471;25;1514;1118;1074;29;4;11;0;1031;106475;1032;35;106440;272;102;170;0;106168;3865;5882;29633;14146;243;1861;110;185;49647;315;281;85
21;"146508";"dzielnica w m.st. Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";42910;48183;10501;32409;6;382;326;302;12;6;3;1;280;32671;280;2;32669;100;44;56;0;32569;1469;1820;11262;4287;72;548;33;60;12834;100;84;31
21;"146509";"dzielnica w m.st. Warszawa";"Rembertów";"Warszawa";"mazowieckie";16325;18044;2780;13544;2;160;184;181;4;0;1;0;176;13721;176;21;13700;35;13;22;0;13665;402;826;4313;1846;38;265;20;26;5841;40;48;13
21;"146510";"dzielnica w m.st. Warszawa";"Śródmieście";"Warszawa";"mazowieckie";69674;87912;8626;61031;45;1523;1050;1003;19;4;3;1;976;62000;976;21;61979;181;63;118;0;61798;2905;2834;16923;6859;141;919;53;82;30670;237;175;47
21;"146511";"dzielnica w m.st. Warszawa";"Targówek";"Warszawa";"mazowieckie";85885;95583;18380;67501;21;730;737;716;12;5;5;1;693;68150;693;30;68120;235;107;128;0;67885;1857;3898;23214;9166;181;1134;85;89;27953;136;172;44
21;"146512";"dzielnica w m.st. Warszawa";"Ursus";"Warszawa";"mazowieckie";36838;44715;3444;33404;4;388;381;367;5;1;0;0;361;33745;361;9;33736;56;27;29;0;33680;955;2153;10525;4977;114;626;47;64;14042;83;94;22
21;"146513";"dzielnica w m.st. Warszawa";"Ursynów";"Warszawa";"mazowieckie";107495;113641;17544;89952;63;1633;1240;1170;14;3;5;2;1149;91098;1140;39;91059;208;84;124;0;90851;3056;4687;19760;12088;180;1660;117;171;48623;270;239;64
21;"146514";"dzielnica w m.st. Warszawa";"Wawer";"Warszawa";"mazowieckie";55072;58716;9933;45172;18;735;778;760;21;0;3;5;731;45899;731;23;45876;104;47;57;0;45772;1054;2637;14525;6316;108;842;60;69;19937;105;119;33
21;"146515";"dzielnica w m.st. Warszawa";"Wesoła";"Warszawa";"mazowieckie";16982;18739;2410;14572;9;196;213;200;4;0;1;1;194;14765;194;2;14763;37;14;23;0;14726;363;912;4343;2047;45;297;22;25;6589;35;48;10
21;"146516";"dzielnica w m.st. Warszawa";"Wilanów";"Warszawa";"mazowieckie";31001;29384;7218;23784;15;594;319;309;4;1;4;0;300;24083;300;10;24073;53;18;35;0;24020;638;1108;4151;3285;55;419;17;36;14213;47;51;19
21;"146517";"dzielnica w m.st. Warszawa";"Włochy";"Warszawa";"mazowieckie";26869;33260;1730;25136;14;379;348;330;8;2;1;0;319;25449;319;2;25447;59;23;36;0;25388;863;1771;6920;3697;50;449;47;44;11373;83;91;24
21;"146518";"dzielnica w m.st. Warszawa";"Wola";"Warszawa";"mazowieckie";98910;113762;19299;79608;33;1268;1046;1002;26;1;10;3;962;80582;962;18;80564;180;85;95;0;80384;3043;4962;21944;11226;218;1412;78;178;36803;245;275;61
21;"146519";"dzielnica w m.st. Warszawa";"Żoliborz";"Warszawa";"mazowieckie";38263;41601;6535;31720;9;600;602;586;17;1;1;2;566;32276;566;5;32271;74;29;45;0;32197;1317;1567;7592;4196;84;562;27;56;16593;123;80;19
21;"149801";"statki";"statki";"statki";"mazowieckie";468;379;99;369;0;15;0;0;0;0;0;0;0;369;0;0;369;0;0;0;0;369;15;72;50;65;6;17;0;1;140;1;2;7
21;"149901";"zagranica";"zagranica";"zagranica";"mazowieckie";42109;374372;12723;26884;0;578;343241;297582;11400;211;483;345;285193;311789;284900;385;311404;280;98;182;0;311124;14316;27316;64904;48775;598;3274;224;564;149735;942;476;167
27;"160101";"gmina miejska";"m. Brzeg";"brzeski";"opolskie";25133;27158;8486;16648;5;61;179;175;7;0;2;0;166;16813;166;0;16813;47;20;27;0;16766;386;1086;6877;2400;30;310;18;16;5581;22;40;22
27;"160102";"gmina wiejska";"gm. Skarbimierz";"brzeski";"opolskie";5631;6212;1556;4075;0;17;32;32;0;0;0;0;32;4107;32;0;4107;15;6;9;0;4092;57;306;1938;692;13;96;4;12;962;2;10;12
27;"160103";"gmina miejsko-wiejska";"gm. Grodków";"brzeski";"opolskie";13660;14943;5283;8377;2;59;73;73;7;0;2;0;64;8439;64;0;8439;24;7;17;0;8415;159;446;4093;951;12;235;12;12;2469;10;16;19
27;"160104";"gmina miejsko-wiejska";"gm. Lewin Brzeski";"brzeski";"opolskie";9161;10042;3546;5615;3;26;74;62;2;0;7;0;53;5673;53;0;5673;17;4;13;0;5656;105;425;2641;736;14;167;4;17;1523;14;10;7
27;"160105";"gmina wiejska";"gm. Lubsza";"brzeski";"opolskie";6423;7050;2239;4184;16;18;0;0;0;0;0;0;0;4184;0;0;4184;19;5;14;0;4165;56;264;2112;644;11;94;2;5;970;3;4;11
27;"160106";"gmina wiejska";"gm. Olszanka";"brzeski";"opolskie";3563;3878;1126;2437;4;9;13;13;0;0;0;0;13;2450;13;0;2450;9;4;5;0;2441;37;177;1371;321;2;71;1;4;448;3;6;6
27;"160201";"gmina miejsko-wiejska";"gm. Baborów";"głubczycki";"opolskie";4452;4875;1984;2468;1;6;18;17;1;0;4;0;12;2479;12;0;2479;12;8;4;0;2467;32;156;1348;288;3;48;5;2;569;2;14;6
27;"160202";"gmina wiejska";"gm. Branice";"głubczycki";"opolskie";4541;5434;1539;3002;2;53;19;17;1;0;0;0;16;3018;16;0;3018;29;9;20;0;2989;47;163;1763;263;6;69;11;9;646;3;9;13
27;"160203";"gmina miejsko-wiejska";"gm. Głubczyce";"głubczycki";"opolskie";16072;17576;5821;10252;31;104;106;104;0;0;0;0;104;10356;104;1;10355;47;14;33;0;10308;160;544;5578;1013;20;208;12;12;2738;9;14;24
27;"160204";"gmina miejsko-wiejska";"gm. Kietrz";"głubczycki";"opolskie";7790;8504;3014;4776;5;20;51;49;0;0;0;0;49;4825;49;0;4825;14;3;11;0;4811;80;415;2524;488;6;94;3;8;1182;5;6;11
27;"160301";"gmina miejska";"m. Kędzierzyn-Koźle";"kędzierzyńsko-kozielski";"opolskie";42382;45202;15761;26601;4;105;260;246;7;0;0;0;239;26834;239;3;26831;85;30;55;0;26746;640;1608;8887;4844;40;458;30;30;10091;46;72;33
27;"160302";"gmina wiejska";"gm. Bierawa";"kędzierzyńsko-kozielski";"opolskie";5543;6099;2539;3004;0;11;46;46;0;0;0;0;46;3050;46;0;3050;13;2;11;0;3037;40;291;1159;630;7;59;3;4;834;4;6;7
27;"160303";"gmina wiejska";"gm. Cisek";"kędzierzyńsko-kozielski";"opolskie";4069;4488;2008;2061;0;6;13;12;1;0;0;0;11;2072;11;0;2072;9;6;3;0;2063;29;112;881;438;0;58;4;2;536;2;1;4
27;"160304";"gmina wiejska";"gm. Pawłowiczki";"kędzierzyńsko-kozielski";"opolskie";5518;6040;2838;2680;8;16;2;2;0;0;0;0;2;2682;2;0;2682;15;6;9;0;2667;44;143;1191;453;6;69;1;3;747;5;5;7
27;"160305";"gmina wiejska";"gm. Polska Cerekiew";"kędzierzyńsko-kozielski";"opolskie";3048;3362;1503;1545;2;5;21;20;0;0;0;0;20;1565;20;0;1565;5;1;4;0;1560;27;125;625;296;3;46;1;2;432;0;3;5
27;"160306";"gmina wiejska";"gm. Reńska Wieś";"kędzierzyńsko-kozielski";"opolskie";6055;6608;2938;3117;0;8;27;27;0;0;2;0;25;3142;25;0;3142;4;0;4;0;3138;36;187;1133;775;8;81;4;6;897;5;6;6
27;"160401";"gmina miejsko-wiejska";"gm. Byczyna";"kluczborski";"opolskie";6052;7270;2123;3929;21;19;14;12;0;0;0;0;12;3940;12;0;3940;13;2;11;0;3927;58;253;1932;534;11;136;3;7;979;3;11;9
27;"160402";"gmina miejsko-wiejska";"gm. Kluczbork";"kluczborski";"opolskie";26220;28420;10063;16155;16;91;158;156;3;0;0;0;153;16312;153;2;16310;58;22;36;0;16252;272;1032;6224;2378;27;366;17;27;5845;26;38;29
27;"160403";"gmina wiejska";"gm. Lasowice Wielkie";"kluczborski";"opolskie";5035;5520;2674;2361;4;11;0;0;0;0;0;0;0;2361;0;0;2361;6;3;3;0;2355;28;171;960;464;2;108;5;3;607;4;3;10
27;"160404";"gmina miejsko-wiejska";"gm. Wołczyn";"kluczborski";"opolskie";9299;10296;3656;5643;7;15;79;79;0;0;3;0;76;5718;76;0;5718;18;3;15;0;5700;73;354;2968;743;11;139;5;3;1383;8;13;15
27;"160501";"gmina miejsko-wiejska";"gm. Gogolin";"krapkowicki";"opolskie";8896;9882;4183;4713;8;32;64;63;5;0;0;0;58;4771;58;0;4771;10;1;9;0;4761;70;320;1539;1242;6;93;4;6;1465;1;15;12
27;"160502";"gmina miejsko-wiejska";"gm. Krapkowice";"krapkowicki";"opolskie";16703;17805;7286;9417;9;50;90;83;4;0;0;0;79;9496;79;0;9496;25;8;17;0;9471;184;584;3256;1963;12;205;14;11;3219;8;15;18
27;"160503";"gmina wiejska";"gm. Strzeleczki";"krapkowicki";"opolskie";5305;5878;2612;2693;1;4;22;22;1;0;0;0;21;2714;21;0;2714;11;2;9;0;2703;40;168;1092;683;4;101;6;0;600;4;5;5
27;"160504";"gmina wiejska";"gm. Walce";"krapkowicki";"opolskie";4007;4453;1986;2021;2;2;27;25;2;0;0;0;23;2044;23;0;2044;7;3;4;0;2037;28;142;779;546;5;52;5;2;469;4;5;6
27;"160505";"gmina miejsko-wiejska";"gm. Zdzieszowice";"krapkowicki";"opolskie";10733;11711;4738;5995;4;35;67;64;9;0;4;1;50;6045;50;1;6044;15;5;10;0;6029;105;460;2043;1178;7;135;3;8;2068;11;11;10
27;"160601";"gmina wiejska";"gm. Domaszowice";"namysłowski";"opolskie";2696;2870;851;1845;4;5;7;7;0;0;0;0;7;1852;7;0;1852;8;3;5;0;1844;47;100;952;292;3;68;1;1;373;3;4;7
27;"160602";"gmina miejsko-wiejska";"gm. Namysłów";"namysłowski";"opolskie";18900;20426;6246;12654;4;53;86;75;5;0;2;0;68;12722;68;0;12722;27;8;19;0;12695;234;847;5819;1675;25;293;13;17;3739;14;19;28
27;"160603";"gmina wiejska";"gm. Pokój";"namysłowski";"opolskie";3799;4189;1593;2206;0;18;30;30;0;0;0;0;30;2236;30;0;2236;4;0;4;0;2232;33;114;906;352;4;98;4;0;718;0;3;9
27;"160604";"gmina wiejska";"gm. Świerczów";"namysłowski";"opolskie";2292;2783;664;1628;2;5;7;7;0;0;0;0;7;1635;7;0;1635;5;3;2;0;1630;27;113;819;239;1;47;1;2;378;1;2;5
27;"160605";"gmina wiejska";"gm. Wilków";"namysłowski";"opolskie";3164;3491;1224;1940;0;4;8;8;0;0;0;0;8;1948;8;0;1948;8;2;6;0;1940;27;130;1002;258;2;44;1;6;466;0;4;7
27;"160701";"gmina miejsko-wiejska";"gm. Głuchołazy";"nyski";"opolskie";18084;19218;7449;10635;12;127;104;104;7;0;0;0;97;10731;97;0;10731;24;5;19;0;10707;188;549;5116;1427;14;227;4;16;3140;10;16;20
27;"160702";"gmina wiejska";"gm. Kamiennik";"nyski";"opolskie";2536;2787;1024;1512;4;5;14;14;0;0;0;0;14;1526;14;0;1526;7;2;5;0;1519;23;93;992;131;0;42;2;1;233;0;2;5
27;"160703";"gmina miejsko-wiejska";"gm. Korfantów";"nyski";"opolskie";6888;7338;3219;3669;1;17;31;31;0;0;0;0;31;3700;31;0;3700;17;3;14;0;3683;60;252;2210;447;3;102;6;5;585;4;9;11
27;"160704";"gmina wiejska";"gm. Łambinowice";"nyski";"opolskie";5455;5887;2192;3263;3;9;44;43;3;0;0;0;40;3297;40;0;3297;10;5;5;0;3287;76;236;1718;470;3;99;4;6;668;3;4;8
27;"160705";"gmina miejsko-wiejska";"gm. Nysa";"nyski";"opolskie";35342;45126;8807;26535;9;166;434;429;9;0;0;0;420;26948;420;1;26947;81;30;51;0;26866;480;1463;11613;4026;42;453;15;31;8676;21;46;35
27;"160706";"gmina miejsko-wiejska";"gm. Otmuchów";"nyski";"opolskie";9992;10835;3676;6316;18;43;35;34;1;1;0;0;32;6348;32;0;6348;21;5;16;0;6327;82;318;3500;742;12;150;4;1;1497;3;18;15
27;"160707";"gmina miejsko-wiejska";"gm. Paczków";"nyski";"opolskie";9211;9905;3680;5531;3;20;67;67;0;0;0;1;66;5597;66;0;5597;19;5;14;0;5578;76;300;2975;723;9;99;3;8;1371;7;7;14
27;"160708";"gmina wiejska";"gm. Pakosławice";"nyski";"opolskie";2670;2902;927;1743;2;9;17;16;1;0;3;0;12;1755;12;0;1755;6;3;3;0;1749;35;69;1042;216;4;38;0;2;340;1;2;6
27;"160709";"gmina wiejska";"gm. Skoroszyce";"nyski";"opolskie";4638;4904;1914;2724;7;4;25;25;0;0;0;0;25;2749;25;0;2749;10;6;4;0;2739;36;122;1625;292;2;87;1;4;563;0;7;6
27;"160801";"gmina miejsko-wiejska";"gm. Dobrodzień";"oleski";"opolskie";7135;7863;3601;3534;1;16;40;40;0;0;2;0;38;3572;38;0;3572;18;4;14;0;3554;32;241;1414;763;7;94;6;7;972;5;13;7
27;"160802";"gmina miejsko-wiejska";"gm. Gorzów Śląski";"oleski";"opolskie";4452;5827;1715;2738;0;9;30;30;1;0;0;0;29;2766;29;0;2766;19;5;14;0;2747;45;124;1419;444;3;100;7;7;584;7;7;8
27;"160803";"gmina miejsko-wiejska";"gm. Olesno";"oleski";"opolskie";13182;14244;5872;7309;4;45;108;105;1;0;1;0;103;7412;103;0;7412;26;13;13;0;7386;120;493;2711;1734;22;181;9;8;2086;6;16;18
27;"160804";"gmina miejsko-wiejska";"gm. Praszka";"oleski";"opolskie";8348;10754;1246;7102;22;45;52;50;0;0;0;0;50;7152;50;0;7152;17;4;13;0;7135;122;348;3344;1344;11;218;3;9;1715;6;15;10
27;"160805";"gmina wiejska";"gm. Radłów";"oleski";"opolskie";3083;3415;1547;1536;0;4;10;10;1;0;2;0;7;1543;7;0;1543;6;2;4;0;1537;15;88;757;331;2;56;3;3;278;0;4;3
27;"160806";"gmina wiejska";"gm. Rudniki";"oleski";"opolskie";5006;6598;896;4110;2;30;30;29;2;0;0;0;27;4137;27;0;4137;19;7;12;0;4118;47;184;2260;649;7;141;2;2;813;4;9;5
27;"160807";"gmina wiejska";"gm. Zębowice";"oleski";"opolskie";2643;2914;1418;1225;4;8;15;14;1;0;0;0;13;1238;13;0;1238;5;2;3;0;1233;16;80;544;283;1;31;3;2;264;2;7;4
27;"160901";"gmina wiejska";"gm. Chrząstowice";"opolski";"opolskie";5011;5591;2087;2924;2;15;44;44;1;0;0;0;43;2968;43;0;2968;11;1;10;0;2957;46;166;856;678;3;63;1;8;1130;2;4;5
27;"160902";"gmina wiejska";"gm. Dąbrowa";"opolski";"opolskie";6057;6533;2272;3787;8;20;20;20;0;0;0;0;20;3807;20;0;3807;8;2;6;0;3799;53;195;1417;660;1;110;1;12;1339;5;6;10
27;"160903";"gmina wiejska";"gm. Dobrzeń Wielki";"opolski";"opolskie";6821;7461;2907;3914;2;16;21;21;0;0;0;0;21;3935;21;0;3935;11;3;8;0;3924;54;245;920;916;7;115;12;6;1632;3;14;6
27;"160904";"gmina wiejska";"gm. Komprachcice";"opolski";"opolskie";6546;7259;2693;3853;0;27;24;24;2;0;0;0;22;3875;22;0;3875;16;3;13;0;3859;76;209;1221;764;4;82;4;12;1475;5;7;6
27;"160905";"gmina wiejska";"gm. Łubniany";"opolski";"opolskie";7038;7790;2972;4066;5;31;16;15;0;0;0;0;15;4081;15;0;4081;13;4;9;0;4068;65;236;1235;818;2;118;7;2;1568;10;7;6
27;"160906";"gmina wiejska";"gm. Murów";"opolski";"opolskie";3985;4373;2044;1941;4;13;10;9;1;0;0;0;8;1949;8;0;1949;9;5;4;0;1940;35;105;720;376;2;69;1;3;622;4;3;7
27;"160907";"gmina miejsko-wiejska";"gm. Niemodlin";"opolski";"opolskie";9255;10243;3599;5656;0;21;66;66;3;0;0;0;63;5719;63;2;5717;13;5;8;0;5704;99;419;2651;760;14;197;7;6;1533;8;10;15
27;"160908";"gmina miejsko-wiejska";"gm. Ozimek";"opolski";"opolskie";14013;15456;6223;7791;18;62;30;30;0;0;0;0;30;7821;30;0;7821;28;10;18;0;7793;139;423;2814;1504;11;230;8;16;2620;12;16;15
27;"160909";"gmina wiejska";"gm. Popielów";"opolski";"opolskie";5803;6416;2590;3213;1;8;30;28;2;0;1;0;25;3237;25;0;3237;15;5;10;0;3222;44;174;1204;679;4;90;6;7;999;7;8;8
27;"160910";"gmina miejsko-wiejska";"gm. Prószków";"opolski";"opolskie";6533;7178;2717;3816;4;8;27;26;1;0;0;0;25;3841;25;0;3841;16;3;13;0;3825;52;216;1376;842;4;97;8;4;1212;2;12;9
27;"160911";"gmina wiejska";"gm. Tarnów Opolski";"opolski";"opolskie";6936;7586;2891;4045;6;13;29;29;2;0;0;0;27;4072;27;0;4072;11;3;8;0;4061;61;247;1324;1061;4;105;1;9;1238;3;8;9
27;"160912";"gmina miejsko-wiejska";"gm. Tułowice";"opolski";"opolskie";3683;4070;1286;2397;0;14;63;61;0;0;0;0;61;2458;61;0;2458;6;2;4;0;2452;33;191;1112;327;5;84;3;5;685;2;5;6
27;"160913";"gmina wiejska";"gm. Turawa";"opolski";"opolskie";7243;8006;3091;4152;1;64;39;39;5;0;0;0;34;4185;34;0;4185;10;4;6;0;4175;74;219;1285;886;9;161;4;6;1517;7;7;11
27;"161001";"gmina miejsko-wiejska";"gm. Biała";"prudnicki";"opolskie";7810;8507;3957;3854;9;9;29;29;2;0;1;0;26;3880;26;0;3880;14;4;10;0;3866;48;244;1776;759;7;94;8;8;910;5;7;17
27;"161002";"gmina miejsko-wiejska";"gm. Głogówek";"prudnicki";"opolskie";9534;10433;4273;5261;3;29;65;65;0;0;1;0;64;5325;64;0;5325;22;9;13;0;5303;58;368;2517;855;6;138;8;10;1329;4;10;16
27;"161003";"gmina wiejska";"gm. Lubrza";"prudnicki";"opolskie";3168;3462;1107;2061;3;8;13;13;0;0;0;0;13;2074;13;0;2074;6;3;3;0;2068;29;126;1036;364;2;49;2;3;453;1;3;9
27;"161004";"gmina miejsko-wiejska";"gm. Prudnik";"prudnicki";"opolskie";19362;20774;7227;12135;3;70;139;135;10;0;0;0;125;12260;125;0;12260;47;9;38;0;12213;242;730;5977;1854;16;212;4;8;3136;11;23;27
27;"161101";"gmina wiejska";"gm. Izbicko";"strzelecki";"opolskie";3921;4289;1799;2122;0;5;19;19;1;1;0;0;17;2139;17;0;2139;9;4;5;0;2130;24;128;748;514;3;37;2;3;664;0;7;6
27;"161102";"gmina wiejska";"gm. Jemielnica";"strzelecki";"opolskie";5359;5920;2713;2646;0;4;23;22;3;0;0;0;19;2665;19;0;2665;12;4;8;0;2653;28;199;1229;551;2;47;1;3;585;4;4;7
27;"161103";"gmina miejsko-wiejska";"gm. Kolonowskie";"strzelecki";"opolskie";4344;4784;2196;2148;3;4;19;19;0;0;0;0;19;2167;19;0;2167;11;1;10;0;2156;27;120;835;494;0;51;4;4;615;2;4;6
27;"161104";"gmina miejsko-wiejska";"gm. Leśnica";"strzelecki";"opolskie";5514;6105;2506;3008;0;31;41;41;0;0;0;0;41;3049;41;0;3049;15;6;9;0;3034;47;210;1251;641;3;82;1;3;787;2;7;8
27;"161105";"gmina miejsko-wiejska";"gm. Strzelce Opolskie";"strzelecki";"opolskie";19186;24694;5821;13364;7;49;118;108;11;0;0;0;97;13462;97;0;13462;58;16;42;0;13404;281;742;4711;2646;30;278;21;11;4629;20;35;33
27;"161106";"gmina miejsko-wiejska";"gm. Ujazd";"strzelecki";"opolskie";4576;5040;2039;2537;3;6;22;22;0;0;0;0;22;2559;22;0;2559;8;2;6;0;2551;33;180;1169;538;3;54;1;7;558;1;7;7
27;"161107";"gmina miejsko-wiejska";"gm. Zawadzkie";"strzelecki";"opolskie";8283;9143;3962;4321;2;25;72;72;5;0;0;0;67;4388;67;0;4388;16;4;12;0;4372;47;361;2042;700;8;96;4;4;1099;4;7;5
27;"166101";"gmina miejska";"m. Opole";"Opole";"opolskie";91200;98295;25870;65341;34;521;654;630;15;1;2;1;611;65940;611;25;65915;155;64;91;0;65760;1730;4012;17474;10621;109;1321;52;113;30071;111;146;79
29;"180103";"gmina wiejska";"gm. Czarna";"bieszczadzki";"podkarpackie";1810;2024;686;1128;2;89;12;12;0;0;0;1;11;1139;11;0;1139;3;1;2;0;1136;18;92;634;109;0;29;1;0;247;3;3;4
29;"180105";"gmina wiejska";"gm. Lutowiska";"bieszczadzki";"podkarpackie";1695;2129;343;1352;5;261;1;1;0;0;0;0;1;1353;1;0;1353;3;2;1;0;1350;38;113;484;180;0;57;2;3;467;3;3;4
29;"180108";"gmina miejsko-wiejska";"gm. Ustrzyki Dolne";"bieszczadzki";"podkarpackie";12730;14248;4882;7848;7;250;90;87;2;0;0;0;85;7933;85;0;7933;12;9;3;0;7921;157;582;3935;1031;14;280;4;11;1876;11;20;22
29;"180201";"gmina miejsko-wiejska";"gm. Brzozów";"brzozowski";"podkarpackie";19448;21035;6892;12556;24;72;160;157;4;1;0;0;152;12707;152;6;12701;20;7;13;0;12681;137;1126;8777;935;13;225;13;10;1414;8;23;17
29;"180202";"gmina wiejska";"gm. Domaradz";"brzozowski";"podkarpackie";4333;4839;1308;3025;1;22;24;24;1;0;1;0;22;3047;22;0;3047;7;0;7;0;3040;28;256;2358;164;8;43;4;0;173;0;6;6
29;"180203";"gmina wiejska";"gm. Dydnia";"brzozowski";"podkarpackie";6032;6466;2275;3757;20;24;10;10;0;0;0;0;10;3767;10;0;3767;10;2;8;0;3757;34;324;2773;247;4;76;4;0;284;3;8;12
29;"180204";"gmina wiejska";"gm. Haczów";"brzozowski";"podkarpackie";6538;7275;1921;4620;0;22;66;64;5;0;1;0;58;4678;58;0;4678;15;3;12;0;4663;45;394;3231;343;12;96;2;3;526;3;8;8
29;"180205";"gmina wiejska";"gm. Jasienica Rosielna";"brzozowski";"podkarpackie";5584;6091;1361;4223;57;19;11;11;0;0;0;0;11;4234;11;0;4234;16;4;12;0;4218;24;353;3310;230;6;39;10;6;226;2;12;5
29;"180206";"gmina wiejska";"gm. Nozdrzec";"brzozowski";"podkarpackie";5950;6510;2189;3761;2;24;31;30;1;2;0;2;25;3786;25;0;3786;7;3;4;0;3779;33;297;2731;241;6;132;3;1;333;0;2;11
28;"180301";"gmina miejska";"m. Dębica";"dębicki";"podkarpackie";33281;35598;9728;23555;15;121;265;262;3;0;0;1;258;23794;258;1;23793;52;31;21;0;23741;385;2124;12346;2704;43;521;47;21;5473;25;52;24
28;"180302";"gmina miejsko-wiejska";"gm. Brzostek";"dębicki";"podkarpackie";9538;10289;3167;6371;8;34;65;64;1;0;1;0;62;6433;62;0;6433;13;5;8;0;6420;42;490;5014;264;7;168;4;1;416;6;8;12
28;"180303";"gmina wiejska";"gm. Czarna";"dębicki";"podkarpackie";8107;10418;1509;6598;31;43;105;104;1;0;0;0;103;6701;103;0;6701;29;11;18;0;6672;39;521;4595;533;18;231;9;7;695;4;20;14
28;"180304";"gmina wiejska";"gm. Dębica";"dębicki";"podkarpackie";18261;20032;5479;12782;4;31;105;99;4;0;0;0;95;12877;95;3;12874;33;9;24;0;12841;125;1272;8371;1138;18;281;12;10;1580;10;24;22
28;"180305";"gmina wiejska";"gm. Jodłowa";"dębicki";"podkarpackie";3874;4314;1390;2484;1;10;34;34;0;0;2;0;32;2515;32;0;2515;13;0;13;0;2502;26;181;1928;117;5;68;7;2;163;1;4;6
28;"180306";"gmina miejsko-wiejska";"gm. Pilzno";"dębicki";"podkarpackie";13165;14345;3743;9422;6;53;89;85;3;0;1;0;81;9502;80;0;9502;30;6;24;0;9472;62;804;6975;534;14;263;11;7;782;4;16;17
28;"180307";"gmina wiejska";"gm. Żyraków";"dębicki";"podkarpackie";10385;11206;2963;7422;4;19;79;70;8;0;1;0;61;7483;61;0;7483;21;4;17;0;7462;67;791;5086;572;15;225;2;3;678;4;19;14
30;"180401";"gmina miejska";"m. Jarosław";"jarosławski";"podkarpackie";27314;29833;9509;17807;8;111;384;370;19;4;6;1;340;18136;340;1;18135;59;16;43;0;18076;248;1540;9516;1814;31;394;18;28;4429;18;40;22
30;"180402";"gmina miejska";"m. Radymno";"jarosławski";"podkarpackie";3330;4436;790;2540;0;9;28;28;0;0;0;0;28;2568;28;1;2567;7;1;6;0;2560;36;216;1530;315;1;81;9;4;361;3;4;3
